word,pos,inverted_frequency_score
commentaries,NOUN,0.196
constructs,VERB,0.196
impedance,NOUN,0.196
dragonfly,NOUN,0.196
manpower,VERB,0.196
chunk,VERB,0.196
reels,NOUN,0.196
lob,NOUN,0.196
slept,VERB,0.196
refundable,ADJ,0.196
billboard,NOUN,0.196
drafted,VERB,0.196
sportsbook,NOUN,0.196
layered,VERB,0.196
hopper,NOUN,0.196
neurological,ADJ,0.196
subs,NOUN,0.196
specialization,NOUN,0.196
abstraction,NOUN,0.196
watchdog,NOUN,0.196
scandinavian,ADJ,0.196
ibook,NOUN,0.196
viability,NOUN,0.196
detained,VERB,0.196
luncheon,NOUN,0.197
filler,NOUN,0.197
smiley,ADJ,0.197
zenith,NOUN,0.197
genomics,NOUN,0.197
browns,NOUN,0.197
researched,VERB,0.197
waits,VERB,0.197
tenor,NOUN,0.197
copiers,NOUN,0.197
ovarian,NOUN,0.197
softly,ADV,0.197
plenary,ADJ,0.197
scrub,VERB,0.197
airplanes,NOUN,0.197
limb,NOUN,0.197
intestinal,ADJ,0.197
cello,NOUN,0.197
wlan,NOUN,0.197
refusing,VERB,0.197
suffers,VERB,0.197
sweepstakes,NOUN,0.197
occupy,VERB,0.197
antigens,NOUN,0.197
gan,VERB,0.197
midtown,NOUN,0.197
stabilization,NOUN,0.197
caves,NOUN,0.197
authoritative,ADJ,0.197
celestial,ADJ,0.197
immense,ADJ,0.197
kinetics,NOUN,0.197
aiming,VERB,0.197
seizure,NOUN,0.197
diplomacy,NOUN,0.197
differing,VERB,0.197
impacted,VERB,0.197
foreigners,NOUN,0.197
limp,ADJ,0.197
capitalist,NOUN,0.197
mute,VERB,0.197
beanie,NOUN,0.197
protestant,ADJ,0.197
metre,NOUN,0.197
tricky,ADJ,0.197
ordinances,NOUN,0.197
spaced,ADJ,0.197
freq,NOUN,0.197
topaz,NOUN,0.197
ans,NOUN,0.197
segmentation,NOUN,0.197
imaginary,ADJ,0.197
albion,NOUN,0.197
soaps,NOUN,0.197
courthouse,NOUN,0.197
entrepreneurial,ADJ,0.197
dart,NOUN,0.197
psycho,NOUN,0.197
wrought,VERB,0.197
robe,VERB,0.197
multitude,ADJ,0.197
tutors,NOUN,0.197
housekeeping,NOUN,0.197
captive,ADJ,0.198
kettle,NOUN,0.198
visitation,NOUN,0.198
baggage,NOUN,0.198
dusty,ADJ,0.198
asst,NOUN,0.198
satire,NOUN,0.198
overload,VERB,0.198
tortured,VERB,0.198
pioneers,NOUN,0.198
crate,VERB,0.198
bootstrap,NOUN,0.198
humane,ADJ,0.198
moonlight,NOUN,0.198
mast,NOUN,0.198
unfinished,ADJ,0.198
cared,VERB,0.198
affection,NOUN,0.198
sworn,VERB,0.198
twink,VERB,0.198
vicious,ADJ,0.198
educating,VERB,0.198
koh,NOUN,0.198
affiliations,NOUN,0.198
cozy,ADJ,0.198
appropriated,VERB,0.198
reversible,ADJ,0.198
spd,NOUN,0.198
slippers,NOUN,0.198
unclassified,ADJ,0.198
earthquakes,NOUN,0.198
bookshelf,NOUN,0.198
wandering,VERB,0.198
comb,VERB,0.198
liquids,NOUN,0.198
beech,NOUN,0.198
vineyards,NOUN,0.198
zur,VERB,0.198
frogs,NOUN,0.198
consequential,ADJ,0.198
initialization,NOUN,0.198
unreasonable,ADJ,0.198
expat,NOUN,0.198
raider,NOUN,0.198
timers,NOUN,0.198
stimulus,NOUN,0.198
economists,NOUN,0.198
miners,NOUN,0.198
constituency,NOUN,0.198
rocker,NOUN,0.198
acknowledges,VERB,0.198
alas,INTJ,0.198
enrolment,NOUN,0.198
glibc,NOUN,0.198
lawmakers,NOUN,0.198
tense,ADJ,0.198
predicting,VERB,0.198
cooled,VERB,0.198
migrant,NOUN,0.198
devotion,NOUN,0.198
invoke,VERB,0.198
leaning,VERB,0.198
centrally,ADV,0.198
acl,NOUN,0.198
paddle,VERB,0.199
watkins,NOUN,0.199
anterior,ADJ,0.199
dealership,NOUN,0.199
chop,VERB,0.199
eyewear,NOUN,0.199
rooted,VERB,0.199
onyx,NOUN,0.199
benches,NOUN,0.199
illumination,NOUN,0.199
freedoms,NOUN,0.199
foolish,ADJ,0.199
finale,NOUN,0.199
weaker,ADJ,0.199
fir,NOUN,0.199
decal,VERB,0.199
compose,VERB,0.199
nausea,NOUN,0.199
comfortably,ADV,0.199
hoop,NOUN,0.199
addictive,ADJ,0.199
clarinet,NOUN,0.199
temps,NOUN,0.199
clearer,ADJ,0.199
vn,ADP,0.199
floods,NOUN,0.199
gigabyte,NOUN,0.199
fritz,NOUN,0.199
mover,NOUN,0.199
dbz,ADJ,0.199
modeled,VERB,0.199
rainforest,NOUN,0.199
federally,ADV,0.199
sustaining,VERB,0.199
repaired,VERB,0.199
diocese,NOUN,0.199
obituary,NOUN,0.199
multinational,ADJ,0.199
painters,NOUN,0.199
thistle,NOUN,0.199
pornstars,NOUN,0.199
sleepy,ADJ,0.199
nope,INTJ,0.199
footnotes,NOUN,0.199
aspirin,NOUN,0.199
purified,VERB,0.199
striving,VERB,0.199
dire,ADJ,0.199
attendant,NOUN,0.199
gull,NOUN,0.199
spoilers,NOUN,0.199
machining,NOUN,0.199
redundancy,NOUN,0.199
fauna,NOUN,0.199
cliffs,NOUN,0.199
emo,NOUN,0.199
roadside,NOUN,0.199
smells,VERB,0.199
dispose,VERB,0.199
detox,NOUN,0.199
waking,VERB,0.199
feathers,NOUN,0.199
reflex,NOUN,0.199
automate,VERB,0.2
spurs,VERB,0.2
sion,NOUN,0.2
crashed,VERB,0.2
appraisals,NOUN,0.2
travelled,VERB,0.2
urgency,NOUN,0.2
flashes,NOUN,0.2
prac,NOUN,0.2
carers,NOUN,0.2
graduating,VERB,0.2
rims,NOUN,0.2
harmonic,ADJ,0.2
darts,NOUN,0.2
intriguing,ADJ,0.2
keypad,NOUN,0.2
flaw,NOUN,0.2
tails,NOUN,0.2
emulator,NOUN,0.2
microbial,ADJ,0.2
discarded,VERB,0.2
bibles,NOUN,0.2
hangs,VERB,0.2
caregivers,NOUN,0.2
quark,NOUN,0.2
stranded,VERB,0.2
mitochondrial,ADJ,0.2
pane,NOUN,0.2
angular,ADJ,0.2
veins,NOUN,0.2
folds,NOUN,0.2
grinder,NOUN,0.2
sneak,VERB,0.2
octet,NOUN,0.2
incorrectly,ADV,0.2
avoidance,NOUN,0.2
cre,VERB,0.2
dinosaurs,NOUN,0.2
sauces,NOUN,0.2
conquer,VERB,0.2
probabilities,NOUN,0.2
vibe,NOUN,0.2
immortal,ADJ,0.2
mariners,NOUN,0.2
snapshots,NOUN,0.2
endeavor,VERB,0.2
creole,NOUN,0.2
meth,NOUN,0.2
trendy,ADJ,0.2
teas,NOUN,0.2
settling,VERB,0.2
inpatient,ADJ,0.2
filming,VERB,0.2
badger,NOUN,0.2
partisan,ADJ,0.2
fread,VERB,0.2
backend,NOUN,0.2
gratitude,NOUN,0.2
impress,VERB,0.2
willy,ADV,0.2
eminent,ADJ,0.2
ribs,NOUN,0.2
communicated,VERB,0.2
exceptionally,ADV,0.2
quilts,NOUN,0.201
ageing,VERB,0.201
splits,VERB,0.201
subscribing,VERB,0.201
companions,NOUN,0.201
cheques,NOUN,0.201
containment,NOUN,0.201
protections,NOUN,0.201
aliases,NOUN,0.201
maximizing,VERB,0.201
screwed,VERB,0.201
handsfree,ADJ,0.201
tomcat,NOUN,0.201
interestingly,ADV,0.201
fashionable,ADJ,0.201
tidal,ADJ,0.201
ballots,NOUN,0.201
hog,NOUN,0.201
testify,VERB,0.201
boycott,NOUN,0.201
elem,NOUN,0.201
vitality,NOUN,0.201
clerks,NOUN,0.201
crust,NOUN,0.201
bothered,VERB,0.201
traverse,VERB,0.201
vengeance,NOUN,0.201
organisers,NOUN,0.201
dolly,ADV,0.201
pissed,VERB,0.201
garrison,NOUN,0.201
nite,NOUN,0.201
sal,NOUN,0.201
mckenzie,NOUN,0.201
huns,NOUN,0.201
miner,NOUN,0.201
fashions,NOUN,0.201
darussalam,NOUN,0.201
genital,ADJ,0.201
mcse,NOUN,0.201
analogy,NOUN,0.201
insomnia,NOUN,0.201
constituent,NOUN,0.201
aura,NOUN,0.201
sponge,NOUN,0.201
algebraic,ADJ,0.201
sect,NOUN,0.201
diner,NOUN,0.201
anticipation,NOUN,0.201
enduring,VERB,0.201
winters,NOUN,0.201
explosives,NOUN,0.201
mound,NOUN,0.201
backgammon,NOUN,0.201
ox,NOUN,0.201
chromatography,NOUN,0.201
overdose,NOUN,0.201
snatch,VERB,0.201
mole,NOUN,0.201
owed,VERB,0.201
ladyboys,NOUN,0.201
orgasms,NOUN,0.201
plantronics,NOUN,0.201
kissed,VERB,0.202
freezers,NOUN,0.202
butcher,NOUN,0.202
psalms,NOUN,0.202
rum,NOUN,0.202
chefs,NOUN,0.202
engraving,NOUN,0.202
digimon,NOUN,0.202
constituted,VERB,0.202
gastrointestinal,ADJ,0.202
hamlet,NOUN,0.202
clad,ADJ,0.202
excursion,NOUN,0.202
orb,NOUN,0.202
netware,NOUN,0.202
megapixels,NOUN,0.202
resigned,VERB,0.202
fled,VERB,0.202
enriched,VERB,0.202
brandy,NOUN,0.202
swings,NOUN,0.202
scion,NOUN,0.202
reptiles,NOUN,0.202
dhtml,VERB,0.202
vortex,NOUN,0.202
swallowing,VERB,0.202
purses,NOUN,0.202
func,VERB,0.202
awe,NOUN,0.202
standalone,ADJ,0.202
hoods,NOUN,0.202
antitrust,ADJ,0.202
equine,NOUN,0.202
bros,NOUN,0.202
fireplaces,NOUN,0.202
requisite,ADJ,0.202
retrospective,ADJ,0.202
emphasizes,VERB,0.202
lizard,NOUN,0.202
bouquets,NOUN,0.202
dal,NOUN,0.202
wears,VERB,0.202
anesthesia,VERB,0.202
regal,ADJ,0.202
safeguards,NOUN,0.202
cabbage,NOUN,0.202
cub,NOUN,0.202
libtool,NOUN,0.202
wrongful,ADJ,0.202
spectator,NOUN,0.202
arrests,NOUN,0.202
circumstance,NOUN,0.202
signage,NOUN,0.202
numbering,VERB,0.202
psy,ADJ,0.202
encode,VERB,0.202
admins,NOUN,0.202
moc,NOUN,0.202
accolades,NOUN,0.202
sliced,VERB,0.202
reproductions,NOUN,0.202
infertility,NOUN,0.202
sidewalk,NOUN,0.202
prob,NOUN,0.202
breaker,VERB,0.203
servlet,NOUN,0.203
collage,NOUN,0.203
asserted,VERB,0.203
aces,NOUN,0.203
benchmarking,VERB,0.203
jealous,ADJ,0.203
refinement,NOUN,0.203
learnt,VERB,0.203
hound,NOUN,0.203
squirrel,NOUN,0.203
concealed,VERB,0.203
bankruptcies,NOUN,0.203
gauges,NOUN,0.203
blueprint,NOUN,0.203
bridging,VERB,0.203
wharf,NOUN,0.203
rhythms,NOUN,0.203
departures,NOUN,0.203
flick,NOUN,0.203
shotgun,VERB,0.203
stimulated,VERB,0.203
chickens,NOUN,0.203
canceled,VERB,0.203
empowering,VERB,0.203
lug,NOUN,0.203
surveyor,NOUN,0.203
facilitator,NOUN,0.203
bos,NOUN,0.203
wwf,NOUN,0.203
maize,NOUN,0.203
extinction,NOUN,0.203
unaware,ADJ,0.203
discretionary,ADJ,0.203
ry,VERB,0.203
lq,NOUN,0.203
psalm,NOUN,0.203
serv,NOUN,0.203
ipo,NOUN,0.203
tek,VERB,0.203
scented,ADJ,0.203
timestamp,VERB,0.203
bib,NOUN,0.203
gowns,NOUN,0.203
spying,VERB,0.203
dermatology,NOUN,0.203
lied,VERB,0.203
bloc,VERB,0.203
mdt,VERB,0.203
pinkworld,NOUN,0.203
cambridgeshire,NOUN,0.203
premiership,NOUN,0.203
recurrent,ADJ,0.203
leaks,NOUN,0.203
recursive,ADJ,0.203
swell,VERB,0.203
obstacle,NOUN,0.203
registerregister,VERB,0.203
fluorescence,NOUN,0.203
kosher,ADJ,0.203
mantle,NOUN,0.203
additives,NOUN,0.203
driveway,NOUN,0.203
irony,NOUN,0.204
gesture,NOUN,0.204
marketed,VERB,0.204
armies,NOUN,0.204
hugs,NOUN,0.204
greenfield,NOUN,0.204
owls,NOUN,0.204
mandrake,NOUN,0.204
cutters,NOUN,0.204
camper,NOUN,0.204
acquires,VERB,0.204
ceased,VERB,0.204
merging,VERB,0.204
plaques,NOUN,0.204
breadth,NOUN,0.204
mammoth,ADJ,0.204
liquidity,NOUN,0.204
convictions,NOUN,0.204
intentional,ADJ,0.204
galactic,ADJ,0.204
merchandising,VERB,0.204
prohibits,VERB,0.204
ombudsman,NOUN,0.204
innings,VERB,0.204
registrant,NOUN,0.204
reorganization,NOUN,0.204
pronunciation,NOUN,0.204
firefighters,NOUN,0.204
placements,NOUN,0.204
concession,NOUN,0.204
measurable,ADJ,0.204
elec,NOUN,0.204
ami,NOUN,0.204
parcels,NOUN,0.204
pastry,VERB,0.204
manners,NOUN,0.204
academia,NOUN,0.204
amiga,NOUN,0.204
phosphorus,NOUN,0.204
viper,NOUN,0.204
descriptor,NOUN,0.204
hid,VERB,0.204
volcanic,ADJ,0.204
gypsy,NOUN,0.204
thieves,NOUN,0.204
preaching,VERB,0.204
pimp,VERB,0.204
repeal,NOUN,0.204
gimp,VERB,0.204
uncovered,VERB,0.204
hemp,NOUN,0.204
proficient,ADJ,0.204
pelican,NOUN,0.204
cyclic,ADJ,0.204
apocalypse,NOUN,0.204
morphology,NOUN,0.204
printprinter,NOUN,0.204
cousins,NOUN,0.204
discharges,NOUN,0.204
condom,NOUN,0.204
admire,VERB,0.204
westerns,NOUN,0.204
nk,VERB,0.204
dodgers,NOUN,0.204
litre,NOUN,0.205
poured,VERB,0.205
usefulness,NOUN,0.205
unsolicited,ADJ,0.205
binds,VERB,0.205
unveiled,VERB,0.205
correlations,NOUN,0.205
suffix,NOUN,0.205
handsets,NOUN,0.205
installment,NOUN,0.205
spindle,NOUN,0.205
heavens,NOUN,0.205
inks,NOUN,0.205
wink,NOUN,0.205
seahawks,NOUN,0.205
rounding,VERB,0.205
inorganic,ADJ,0.205
flare,NOUN,0.205
scholastic,ADJ,0.205
mondays,NOUN,0.205
withholding,VERB,0.205
insertions,NOUN,0.205
kms,ADV,0.205
couture,NOUN,0.205
foliage,NOUN,0.205
generals,NOUN,0.205
crank,VERB,0.205
goats,NOUN,0.205
autographs,NOUN,0.205
summarize,VERB,0.205
stub,NOUN,0.205
fundamentally,ADV,0.205
creamy,ADJ,0.205
exposition,NOUN,0.205
savesave,VERB,0.205
rains,NOUN,0.205
laminated,VERB,0.205
organise,VERB,0.205
citrix,VERB,0.205
tort,NOUN,0.205
brace,NOUN,0.205
backups,NOUN,0.205
novelties,NOUN,0.205
gigantic,ADJ,0.205
animalsex,NOUN,0.205
mayhem,NOUN,0.205
washers,NOUN,0.205
grep,VERB,0.205
polymerase,NOUN,0.205
optimisation,NOUN,0.205
octave,VERB,0.205
struts,NOUN,0.205
easyshare,NOUN,0.205
cvsroot,NOUN,0.205
suppress,VERB,0.205
dams,NOUN,0.205
deserved,VERB,0.205
violates,VERB,0.205
dialup,VERB,0.205
thn,NOUN,0.205
separates,VERB,0.205
proofs,NOUN,0.205
precedent,NOUN,0.205
biosynthesis,NOUN,0.206
prosecutors,NOUN,0.206
confirming,VERB,0.206
alloys,NOUN,0.206
getaways,NOUN,0.206
facilitated,VERB,0.206
miquelon,NOUN,0.206
metaphor,NOUN,0.206
wonderland,NOUN,0.206
infusion,NOUN,0.206
organising,VERB,0.206
zine,NOUN,0.206
mango,NOUN,0.206
spur,NOUN,0.206
landmarks,NOUN,0.206
polite,ADJ,0.206
thigh,NOUN,0.206
asynchronous,ADJ,0.206
paving,VERB,0.206
cyclone,NOUN,0.206
perennial,ADJ,0.206
messageslog,VERB,0.206
meats,NOUN,0.206
clearinghouse,NOUN,0.206
wie,VERB,0.206
bulldog,NOUN,0.206
cleavage,NOUN,0.206
analysed,VERB,0.206
gradual,ADJ,0.206
brethren,NOUN,0.206
facilitates,VERB,0.206
embodiment,NOUN,0.206
specialised,ADJ,0.206
violating,VERB,0.206
recruited,VERB,0.206
skis,NOUN,0.206
calc,NOUN,0.206
marketers,NOUN,0.206
trailing,VERB,0.206
pact,NOUN,0.206
lipstick,NOUN,0.206
honourable,ADJ,0.206
windy,ADJ,0.206
kpx,VERB,0.206
punished,VERB,0.206
saturation,NOUN,0.206
chronology,NOUN,0.206
mastery,NOUN,0.206
thermometer,NOUN,0.206
cranberry,NOUN,0.206
downhill,NOUN,0.206
steer,VERB,0.206
nesting,VERB,0.206
vogue,NOUN,0.206
aired,VERB,0.206
spaghetti,NOUN,0.206
outward,ADV,0.206
whisper,VERB,0.206
tues,NOUN,0.206
boogie,NOUN,0.206
ean,VERB,0.206
compromised,VERB,0.206
utilizes,VERB,0.206
confession,NOUN,0.206
deprived,VERB,0.207
lesbos,NOUN,0.207
vodka,NOUN,0.207
molding,VERB,0.207
fasteners,NOUN,0.207
bricks,NOUN,0.207
communism,NOUN,0.207
leopard,NOUN,0.207
lk,VERB,0.207
flowering,VERB,0.207
wig,NOUN,0.207
jingle,NOUN,0.207
bounty,NOUN,0.207
fishes,NOUN,0.207
ringing,VERB,0.207
knobs,NOUN,0.207
whiskey,NOUN,0.207
absurd,ADJ,0.207
committing,VERB,0.207
tolerant,ADJ,0.207
stoves,NOUN,0.207
inlog,NOUN,0.207
enactment,NOUN,0.207
laminate,VERB,0.207
earring,NOUN,0.207
aggregator,NOUN,0.207
datatype,NOUN,0.207
embryo,NOUN,0.207
ska,NOUN,0.207
salts,NOUN,0.207
ergonomic,ADJ,0.207
furious,ADJ,0.207
iteration,NOUN,0.207
ceilings,NOUN,0.207
dispenser,NOUN,0.207
respecting,VERB,0.207
approving,VERB,0.207
kp,VERB,0.207
unsafe,ADJ,0.207
refills,NOUN,0.207
yyyy,VERB,0.207
separating,VERB,0.207
soups,NOUN,0.207
residing,VERB,0.207
unidentified,ADJ,0.207
markings,NOUN,0.207
moist,ADJ,0.207
tractors,NOUN,0.207
drained,VERB,0.207
vx,NOUN,0.207
audiobooks,NOUN,0.207
mule,NOUN,0.207
sheikh,NOUN,0.207
ohm,NOUN,0.207
cessation,NOUN,0.207
truste,NOUN,0.207
append,VERB,0.207
motive,NOUN,0.207
pests,NOUN,0.207
acreage,NOUN,0.207
seasoned,VERB,0.207
sunflower,NOUN,0.207
mfc,NOUN,0.207
fingerprint,NOUN,0.208
stocked,VERB,0.208
sorority,NOUN,0.208
audition,NOUN,0.208
nmr,NOUN,0.208
motives,NOUN,0.208
reinforcement,NOUN,0.208
leveraging,VERB,0.208
psychotherapy,NOUN,0.208
provost,NOUN,0.208
mso,ADJ,0.208
guessing,VERB,0.208
htm,NOUN,0.208
saxophone,NOUN,0.208
cocktails,NOUN,0.208
throttle,VERB,0.208
steroid,NOUN,0.208
gong,NOUN,0.208
ber,NOUN,0.208
communicator,NOUN,0.208
horticulture,NOUN,0.208
resets,VERB,0.208
util,NOUN,0.208
sympathetic,ADJ,0.208
fridays,NOUN,0.208
ordinator,NOUN,0.208
isolate,VERB,0.208
unconscious,ADJ,0.208
bays,NOUN,0.208
acronym,NOUN,0.208
faulty,ADJ,0.208
affidavit,NOUN,0.208
breathtaking,VERB,0.208
streamline,VERB,0.208
brunch,NOUN,0.208
infamous,ADJ,0.208
pundit,NOUN,0.208
pleasing,VERB,0.208
seizures,NOUN,0.208
appealed,VERB,0.208
figurine,NOUN,0.208
surveyors,NOUN,0.208
mutants,NOUN,0.208
cyberspace,NOUN,0.208
tenacious,ADJ,0.208
expiry,NOUN,0.208
waterfall,NOUN,0.208
sensual,ADJ,0.208
persecution,NOUN,0.208
inning,VERB,0.208
gaze,VERB,0.208
fries,NOUN,0.208
chlorine,NOUN,0.208
freshly,ADV,0.208
initialize,VERB,0.208
rye,NOUN,0.208
sybase,VERB,0.208
toxicology,NOUN,0.208
monies,NOUN,0.208
bodybuilding,VERB,0.208
assassination,NOUN,0.208
nostalgia,NOUN,0.208
remarkably,ADV,0.208
acetate,NOUN,0.208
stall,VERB,0.209
pls,INTJ,0.209
deere,VERB,0.209
entirety,NOUN,0.209
destined,VERB,0.209
lad,NOUN,0.209
portage,NOUN,0.209
dwellings,NOUN,0.209
informing,VERB,0.209
portability,NOUN,0.209
characterize,VERB,0.209
yourselves,NOUN,0.209
fsb,NOUN,0.209
yearbook,NOUN,0.209
lubricants,NOUN,0.209
hv,VERB,0.209
aerosol,NOUN,0.209
mlm,NOUN,0.209
clemson,NOUN,0.209
hostage,NOUN,0.209
anglican,ADJ,0.209
monks,NOUN,0.209
compliment,VERB,0.209
storey,NOUN,0.209
scotch,VERB,0.209
sermons,NOUN,0.209
goin,VERB,0.209
remembers,VERB,0.209
coolers,NOUN,0.209
multilateral,ADJ,0.209
contention,NOUN,0.209
audited,VERB,0.209
adjunct,NOUN,0.209
galore,NOUN,0.209
dehydrogenase,NOUN,0.209
aq,NOUN,0.209
axes,NOUN,0.209
postfix,VERB,0.209
stirring,VERB,0.209
wil,VERB,0.209
haze,NOUN,0.209
pits,NOUN,0.209
exponential,ADJ,0.209
utter,ADJ,0.209
bottled,VERB,0.209
ants,NOUN,0.209
gev,VERB,0.209
gastric,ADJ,0.209
secretarial,ADJ,0.209
influencing,VERB,0.209
rents,NOUN,0.209
theirs,NOUN,0.209
mattresses,NOUN,0.209
todays,NOUN,0.209
lax,ADJ,0.209
toaster,NOUN,0.209
cater,VERB,0.209
colts,NOUN,0.209
omb,NOUN,0.209
strauss,NOUN,0.209
reputable,ADJ,0.209
tuck,VERB,0.209
slab,NOUN,0.209
lure,VERB,0.21
kart,NOUN,0.21
cpl,ADJ,0.21
archbishop,NOUN,0.21
questionnaires,NOUN,0.21
ling,VERB,0.21
incompatible,ADJ,0.21
emblem,NOUN,0.21
profileprofile,ADV,0.21
roadway,NOUN,0.21
overlapping,VERB,0.21
serials,NOUN,0.21
dunes,NOUN,0.21
equivalence,NOUN,0.21
murders,NOUN,0.21
miserable,ADJ,0.21
unsuccessful,ADJ,0.21
condominiums,NOUN,0.21
decorate,VERB,0.21
bottoms,NOUN,0.21
revocation,NOUN,0.21
vomiting,VERB,0.21
exposing,VERB,0.21
pea,NOUN,0.21
tubs,NOUN,0.21
simulate,VERB,0.21
schematic,ADJ,0.21
liposuction,NOUN,0.21
apoptosis,NOUN,0.21
thankful,ADJ,0.21
pneumatic,ADJ,0.21
alaskan,ADJ,0.21
sniper,NOUN,0.21
vertices,NOUN,0.21
elephants,NOUN,0.21
pinch,VERB,0.21
additive,NOUN,0.21
professionalism,NOUN,0.21
libertarian,ADJ,0.21
rus,NOUN,0.21
washable,ADJ,0.21
normalized,VERB,0.21
uninstall,VERB,0.21
scopes,NOUN,0.21
fundraiser,NOUN,0.21
braces,VERB,0.21
troll,NOUN,0.21
teamwork,NOUN,0.21
deficient,ADJ,0.21
auditions,NOUN,0.21
refrigerators,NOUN,0.21
redirected,VERB,0.21
annotations,NOUN,0.21
filth,NOUN,0.21
moderation,NOUN,0.21
widgets,NOUN,0.21
worrying,VERB,0.21
ontology,NOUN,0.21
mags,NOUN,0.21
outrageous,ADJ,0.21
videogames,NOUN,0.21
concluding,VERB,0.21
chopper,NOUN,0.21
nitrate,NOUN,0.21
pinball,NOUN,0.211
pharmacists,NOUN,0.211
skates,NOUN,0.211
surcharge,NOUN,0.211
hers,PRON,0.211
grin,NOUN,0.211
latvian,ADJ,0.211
footprint,VERB,0.211
installs,VERB,0.211
malware,NOUN,0.211
tunnels,NOUN,0.211
crises,NOUN,0.211
tsn,NOUN,0.211
comforter,NOUN,0.211
cashmere,NOUN,0.211
heavier,ADJ,0.211
meteorological,ADJ,0.211
spit,VERB,0.211
labelled,VERB,0.211
darker,ADJ,0.211
globes,NOUN,0.211
algae,NOUN,0.211
alcoholism,NOUN,0.211
dissent,NOUN,0.211
maximal,ADJ,0.211
prenatal,ADJ,0.211
documenting,VERB,0.211
choral,ADJ,0.211
unrestricted,ADJ,0.211
happenings,NOUN,0.211
contempt,NOUN,0.211
socialism,NOUN,0.211
hem,NOUN,0.211
leds,NOUN,0.211
edible,ADJ,0.211
anarchy,NOUN,0.211
clicked,VERB,0.211
ineffective,ADJ,0.211
scorecard,NOUN,0.211
drawers,NOUN,0.211
conditioners,NOUN,0.211
leakage,NOUN,0.211
culturally,ADV,0.211
shady,ADJ,0.211
chemist,NOUN,0.211
evenly,ADV,0.211
janitorial,NOUN,0.211
reclamation,NOUN,0.211
rove,VERB,0.211
propane,NOUN,0.211
appendices,NOUN,0.211
collagen,NOUN,0.211
praised,VERB,0.211
rhymes,VERB,0.211
blizzard,NOUN,0.211
erect,VERB,0.211
gj,NOUN,0.211
nigerian,ADJ,0.211
refining,VERB,0.211
concessions,NOUN,0.211
ect,NOUN,0.211
commandments,NOUN,0.211
confront,VERB,0.211
vests,NOUN,0.212
coyote,VERB,0.212
makeover,NOUN,0.212
breeder,NOUN,0.212
electrode,NOUN,0.212
cookbooks,NOUN,0.212
pollen,NOUN,0.212
drunken,ADJ,0.212
mot,NOUN,0.212
valet,NOUN,0.212
spoiler,NOUN,0.212
avr,NOUN,0.212
polarized,VERB,0.212
shrubs,NOUN,0.212
watering,VERB,0.212
baroque,ADJ,0.212
ppt,NOUN,0.212
jihad,NOUN,0.212
transporting,VERB,0.212
sharepoint,VERB,0.212
rifles,NOUN,0.212
abit,ADV,0.212
posterior,ADJ,0.212
excise,VERB,0.212
poetic,ADJ,0.212
abnormalities,NOUN,0.212
mortar,NOUN,0.212
qtr,NOUN,0.212
blamed,VERB,0.212
recommending,VERB,0.212
inmate,NOUN,0.212
posture,NOUN,0.212
thereon,ADV,0.212
valleys,NOUN,0.212
declaring,VERB,0.212
blogshares,NOUN,0.212
motorsport,NOUN,0.212
septic,ADJ,0.212
commencing,NOUN,0.212
armada,NOUN,0.212
wrench,VERB,0.212
thanked,VERB,0.212
arranging,VERB,0.212
thrilled,VERB,0.212
gz,NOUN,0.212
predicts,VERB,0.212
palmone,NOUN,0.212
expedited,VERB,0.212
discomfort,VERB,0.212
scar,NOUN,0.212
indictment,NOUN,0.212
apology,NOUN,0.212
wmd,NOUN,0.212
pms,NOUN,0.212
raped,VERB,0.212
collars,NOUN,0.212
configurable,ADJ,0.212
pudding,NOUN,0.212
flawed,ADJ,0.212
cfs,NOUN,0.212
checkpoint,NOUN,0.212
ffi,NOUN,0.212
examiners,NOUN,0.212
rot,VERB,0.212
possesses,VERB,0.213
dorm,NOUN,0.213
squared,VERB,0.213
needless,ADJ,0.213
pies,NOUN,0.213
interconnection,NOUN,0.213
heterogeneous,ADJ,0.213
taxis,NOUN,0.213
hates,VERB,0.213
aspirations,NOUN,0.213
fences,NOUN,0.213
excavation,NOUN,0.213
cookers,NOUN,0.213
luckily,ADV,0.213
ultraviolet,NOUN,0.213
lighted,VERB,0.213
pneumonia,NOUN,0.213
monastery,NOUN,0.213
erected,VERB,0.213
expresses,VERB,0.213
haitian,ADJ,0.213
dialing,VERB,0.213
migrate,VERB,0.213
carton,NOUN,0.213
councillors,NOUN,0.213
identifiers,NOUN,0.213
mentors,NOUN,0.213
transforms,VERB,0.213
ammonia,NOUN,0.213
licensure,NOUN,0.213
outlaw,VERB,0.213
saws,NOUN,0.213
bovine,NOUN,0.213
tz,VERB,0.213
dislike,VERB,0.213
systematically,ADV,0.213
interruption,NOUN,0.213
imminent,ADJ,0.213
madam,NOUN,0.213
tights,NOUN,0.213
compelled,VERB,0.213
criticized,VERB,0.213
soybean,NOUN,0.213
affirmed,VERB,0.213
posix,NOUN,0.213
communal,ADJ,0.213
landlords,NOUN,0.213
brewers,NOUN,0.213
dynamite,NOUN,0.213
tease,VERB,0.213
motley,ADJ,0.213
mci,NOUN,0.213
aroma,NOUN,0.213
pierced,VERB,0.213
translates,VERB,0.213
retractable,ADJ,0.213
cognition,NOUN,0.213
townhouse,NOUN,0.213
